,word,sentid,sentpos,wlen,surp,entropy,entred,RT
340,kill,11,24,4,11.088580131530762,7.054281711578369,0.03906869888305664,317.4117647058819
341,the,11,25,3,1.806840181350708,5.904183864593506,1.1500978469848633,295.1058823529411
342,boar?,22,53,6,16.326197385787964,17.22488498687744,4.088313102722168,324.30588235294107
343,By,12,0,2,8.898483276367188,6.40224552154541,0.0,309.3529411764711
344,the,12,1,3,1.2615408897399902,6.0977439880371085,0.3045015335083008,331.38823529411803
345,handsome,12,2,8,21.0073356628418,4.4239888191223145,1.673755168914795,355.48235294117603
346,reward,12,3,6,19.488983154296875,9.791288375854492,0.0,399.8000000000002
347,many,12,4,4,12.582263946533205,4.116284370422363,5.675004005432129,416.55294117647117
348,felt,12,5,4,11.125008583068848,7.614378929138184,0.0,368.1294117647058
349,"tempted,",24,13,6,8.870307922363281,13.525192260742188,1.4317727088928225,354.03529411764697
350,but,12,8,3,4.774268627166748,7.495078086853027,0.0,340.91764705882406
351,the,12,9,3,2.8855042457580566,7.668614864349365,0.0,354.75
352,thought,12,10,7,12.30752658843994,10.566442489624023,0.0,305.20238095238096
353,of,12,11,2,1.2635785341262815,5.02423095703125,5.542211532592773,306.85882352941195
354,the,12,12,3,1.4810705184936523,6.829384803771973,0.0,306.59523809523796
355,boar,12,13,5,3.5236823558807373,10.936612129211426,0.0,326.835294117647
356,with,12,14,4,7.750094890594482,7.9321956634521475,3.0044164657592773,320.882352941176
357,its,12,15,3,6.817495346069336,6.444333553314209,1.4878621101379397,312.94047619047603
358,deadly,12,16,6,12.588922500610352,10.324637413024902,0.0,312.59999999999985
359,tusks,12,17,5,3.7664062976837163,10.74447536468506,0.0,328.238095238095
360,and,12,18,3,3.192108154296875,7.0600666999816895,3.6844086647033687,316.238095238095
361,face,12,19,4,12.525009155273438,9.558815002441406,0.0,306.583333333333
362,like,12,20,4,10.634464263916016,9.424875259399414,0.1339397430419922,326.80952380952397
363,thunder,12,21,7,16.952579498291016,6.9676513671875,2.457223892211914,325.1058823529411
364,soon,12,22,4,18.239547729492188,8.603968620300293,0.0,331.61176470588197
365,put,12,23,3,10.11502742767334,7.83715295791626,0.7668156623840332,312.4285714285711
366,an,12,24,2,6.58607816696167,6.5147461891174325,1.322406768798828,293.294117647059
367,end,12,25,3,7.713911533355713,9.714232444763184,0.0,292.329411764706
368,to,12,26,2,1.6318401098251345,4.692725658416748,5.021506786346436,285.8705882352941
369,their,12,27,5,5.215043544769287,6.718104362487793,0.0,341.81176470588207
370,ambitions.,24,57,10,14.679089784622192,13.083463907241821,6.9988534450531015,400.8928571428569
371,"However,",26,1,8,10.164023336023094,6.798649609088898,6.005841434001923,374.74698795180706
372,there,13,2,5,5.395083427429199,6.5178399085998535,0.0,343.4285714285711
373,was,13,3,3,2.110888957977295,3.3903372287750244,3.1275026798248287,316.0
374,one,13,4,3,6.740527153015138,4.904993534088135,0.0,361.16470588235296
375,"huntsman,",26,11,6,9.094001054763794,15.26416540145874,0.4687418937683106,386.188235294118
376,who,13,7,3,6.508303642272949,6.977360725402832,0.4203510284423828,322.117647058824
377,was,13,8,3,2.6577744483947754,7.3964104652404785,0.0,297.59999999999985
378,still,13,9,5,6.347226142883301,8.94115924835205,0.0,308.5714285714289
379,wet,13,10,3,16.528057098388672,9.095464706420898,0.0,344.0357142857141
380,behind,13,11,6,10.455276489257812,4.945405960083008,4.1500587463378915,312.75
381,the,13,12,3,1.4792337417602541,5.9928717613220215,0.0,298.6785714285711
382,"ears,",26,27,5,17.054133653640747,14.854374647140503,6.872651338577271,318.28235294117604
383,who,13,15,3,7.28627347946167,5.7335453033447275,0.0,317.376470588235
384,decided,13,16,7,8.816690444946289,7.217036724090576,0.0,293.84523809523796
385,the,13,17,3,6.561310291290282,2.6638407707214355,4.5531959533691415,302.0
386,prize,13,18,5,15.104408264160154,10.913189888000488,0.0,304.97590361445793
387,was,13,19,3,5.678328037261963,7.30134916305542,3.611840724945069,300.28571428571394
388,worth,13,20,5,12.480202674865724,8.80441951751709,0.0,308.833333333333
389,a,13,21,1,3.88329815864563,8.155545234680176,0.6488742828369141,305.38554216867493
390,"shot,",26,45,5,15.515578746795656,15.177727699279785,5.196536064147949,315.49382716049405
391,in,13,24,2,5.469418525695801,6.208392143249513,0.0,333.21176470588193
392,spite,13,25,5,8.269867897033691,5.8394527435302725,0.3689393997192383,294.23529411764696
393,of,13,26,2,0.045876618474721916,0.39019152522087097,5.4492612183094025,293.1707317073169
394,the,13,27,3,1.2798949480056765,5.421029090881348,0.0,299.65060240963896
395,boar's,26,57,7,10.329104661941528,17.680100917816162,4.12267541885376,325.66666666666697
396,reputation.,26,61,11,12.076991081237793,13.709497690200806,7.276485204696655,362.34939759036115
397,The,14,0,3,2.774135112762451,6.40224552154541,0.0,383.90476190476204
398,huntsman,14,1,5,3.013998746871948,9.948598861694336,0.0,353.3214285714289
399,discovered,14,2,10,14.752732276916506,7.09241247177124,2.856186389923096,333.6470588235289
400,the,14,3,3,2.36548924446106,5.949673175811768,1.1427392959594729,337.8705882352941
401,boar,14,4,5,3.466343402862549,10.606362342834473,0.0,351.02380952381
402,preferred,14,5,9,17.37869644165039,7.224073886871338,3.3822884559631348,337.8292682926831
403,to,14,6,2,4.328493595123291,8.320359230041504,0.0,323.44047619047603
404,come,14,7,4,9.189217567443848,8.441800117492676,0.0,305.84337349397595
405,out,14,8,3,5.592756271362305,5.535280227661133,2.906519889831543,302.3214285714289
406,in,14,9,2,4.333913326263429,3.610215187072754,1.9250650405883791,293.04761904761904
407,the,14,10,3,1.3275548219680786,6.5639400482177725,0.0,299.4352941176471
408,middle,14,11,6,6.171103477478027,9.785061836242676,0.0,297.511904761905
409,of,14,12,2,0.934870183467865,3.932389974594116,5.85267186164856,284.261904761905
410,the,14,13,3,0.5225411653518677,3.1724958419799805,0.7598941326141357,305.6823529411761
411,day.,28,29,4,6.971457004547119,11.883728742599487,4.096911668777467,349.22619047619
412,So,15,0,2,12.9551420211792,6.40224552154541,0.0,321.1309523809519
413,he,15,1,2,7.100900650024414,5.677535533905028,0.7247099876403809,321.92500000000007
414,went,15,2,4,7.923161029815674,6.9842491149902335,0.0,274.0
415,to,15,3,2,1.5973266363143919,3.964635848999024,3.0196132659912114,280.916666666667
416,the,15,4,3,1.468207597732544,6.894183158874513,0.0,292.44047619047603
417,wood,15,5,4,15.583100318908693,9.759195327758787,0.0,303.333333333333
418,by,15,6,2,7.276643753051758,6.810537815093994,2.948657512664795,300.6785714285711
419,the,15,7,3,2.0857079029083248,7.889989376068115,0.0,291.95294117647103
420,well,15,8,4,10.284194946289062,10.253861427307127,0.0,310.566265060241
421,with,15,9,4,12.656407356262207,1.5653128623962402,8.688548564910889,314.0
422,his,15,10,3,4.474545478820801,6.282752990722656,0.0,319.705882352941
423,good,15,11,4,10.673519134521484,9.89597225189209,0.0,350.9759036144579
424,"bow,",30,25,4,17.051148295402527,13.963418245315552,6.539690732955933,344.5595238095239
425,to,15,14,2,6.329756736755371,6.222775936126709,0.0,349.411764705882
426,bide,15,15,5,4.674993515014648,8.626884460449219,0.0,370.83132530120497
427,his,15,16,3,4.807944297790527,5.97137451171875,2.6555099487304688,342.33734939758995
428,time.,30,35,5,12.309592366218567,15.799258708953856,5.565155506134033,356.79761904761904
429,Around,16,0,6,12.447790145874025,6.40224552154541,0.0,354.2470588235291
430,"noontime,",32,3,6,6.746587753295898,10.791689395904541,1.4728188514709473,360.4642857142859
431,the,16,3,3,1.4185540676116943,6.264572620391847,0.0,322.835294117647
432,"boar,",32,9,6,8.249861717224121,18.95431423187256,2.3042898178100586,317.2
433,feared,16,6,6,15.5510892868042,7.7967777252197275,0.5282344818115234,329.36046511627904
434,by,16,7,2,4.660677433013916,3.460798740386963,4.335978984832764,337.1627906976741
435,the,16,8,3,1.2373093366622925,6.4060916900634775,0.0,304.34883720930196
436,"locals,",32,19,7,14.665970802307127,14.56145715713501,5.966197490692139,346.623529411765
437,came,16,11,4,9.507100105285645,7.200695991516112,0.0,326.5882352941181
438,"out,",32,25,4,9.505829334259033,9.81009292602539,2.5608453750610356,309.0235294117651
439,as,16,14,2,4.802693843841553,6.3159141540527335,0.0,319.71764705882396
440,slow,16,15,4,15.089591026306152,6.791043758392334,0.0,317.926829268293
441,as,16,16,2,1.3018755912780762,5.720491409301758,1.0705523490905762,297.939024390244
442,a,16,17,1,2.4495201110839844,6.9776930809021,0.0,360.8941176470589
443,"snail,",32,37,6,7.249205112457276,15.855265617370605,1.5097875595092771,352.63529411764705
444,from,16,20,4,8.28814697265625,6.997568130493164,0.1751708984375,340.9764705882349
445,among,16,21,5,15.958715438842773,6.6170692443847665,0.3804988861083984,331.08235294117594
446,the,16,22,3,1.4297785758972168,4.43517017364502,2.1818990707397456,309.15294117647096
447,"trees,",32,47,6,14.494510650634766,15.430992603302002,4.084517955780028,317.72941176470613
448,just,16,25,4,11.8514404296875,7.069500923156737,0.0,324.9156626506019
449,as,16,26,2,3.8483965396881104,7.59350061416626,0.0,320.261904761905
450,the,16,27,3,2.927459716796875,7.025138378143311,0.5683622360229492,321.6470588235289
451,huntsman,16,28,5,4.049371242523193,9.95901870727539,0.0,333.21176470588193
452,had,16,29,3,7.055588245391847,8.056682586669924,1.9023361206054688,344.072289156626
453,predicted.,32,61,10,16.783681869506836,13.723669052124023,1.809485912322998,404.2380952380949
454,The,17,0,3,2.774135112762451,6.40224552154541,0.0,365.0
455,huntsman,17,1,5,3.013998746871948,9.948598861694336,0.0,323.30952380952397
456,leaped,17,2,5,3.452172040939331,7.09241247177124,2.856186389923096,339.96428571428606
457,from,17,3,4,7.687613487243652,7.1447834968566895,0.0,322.14117647058805
458,his,17,4,3,7.406999588012695,5.365723133087158,1.7790603637695312,313.376470588235
459,hiding,17,5,6,21.126131057739254,9.629794120788574,0.0,314.265060240964
460,place,17,6,5,9.073841094970703,10.023577690124512,0.0,309.086419753086
461,and,17,7,3,4.4884843826293945,5.779130458831787,4.2444472312927255,316.458823529412
462,through,17,8,7,10.020748138427734,8.73966121673584,0.0,334.0465116279071
463,the,17,9,3,1.4187207221984863,6.288908004760742,2.4507532119750977,363.1860465116281
464,heart,17,10,5,10.89482307434082,10.63386058807373,0.0,388.14117647058805
465,with,17,11,4,8.873311042785645,2.281986951828003,8.351873636245728,367.317647058824
466,his,17,12,3,5.2421841621398935,6.263184547424316,0.0,343.4470588235289
467,fine,17,13,4,13.11863899230957,9.577810287475586,0.0,342.45238095238096
468,arrows,17,14,6,13.862030029296875,9.41627597808838,0.16153430938720706,356.77380952381
469,shot,17,15,4,12.545886993408205,4.957849979400635,4.458425998687744,351.40963855421705
470,the,17,16,3,5.403949737548828,5.947346687316895,0.0,364.36144578313304
471,boar.,34,35,6,6.336106300354004,16.871927738189697,3.779017925262451,387.192771084337
472,Now,18,0,3,13.090780258178713,6.40224552154541,0.0,332.77380952381
473,the,18,1,3,3.966214418411255,6.569561958312987,0.0,325.6823529411761
474,problem,18,2,7,10.675779342651367,10.26699924468994,0.0,308.642857142857
475,was,18,3,3,2.7264974117279053,5.307016372680664,4.959982872009277,318.458823529412
476,no,18,4,2,8.252764701843263,8.968259811401367,0.0,310.22619047619
477,longer,18,5,6,0.3406108915805817,2.73823356628418,6.230026245117188,331.75294117647087
478,to,18,6,2,6.6875977516174325,9.239323616027832,0.0,325.22619047619
479,kill,18,7,4,10.920343399047852,6.863008499145508,2.376315116882324,305.357142857143
480,the,18,8,3,1.4404869079589844,5.927767276763916,0.9352412223815918,315.38554216867493
481,boar.,36,19,6,6.42355751991272,17.1331524848938,4.682973384857178,338.132530120482
482,It,19,0,2,7.448396682739258,6.40224552154541,0.0,310.166666666667
483,was,19,1,3,1.296560764312744,3.4118902683258057,2.9903552532196045,306.50588235294094
484,to,19,2,2,6.925416469573975,7.830411434173584,0.0,313.795180722892
485,find,19,3,4,8.096424102783201,4.96132230758667,2.8690891265869136,329.807228915663
486,a,19,4,1,2.424417495727539,6.242544174194336,0.0,308.03571428571394
487,way,19,5,3,7.858706474304199,10.197671890258787,0.0,291.65882352941196
488,to,19,6,2,1.080489993095398,3.9506561756134033,6.247015714645387,304.529411764706
489,carry,19,7,5,8.390923500061035,9.130011558532717,0.0,313.0941176470589
490,the,19,8,3,3.208815097808838,5.4155802726745605,3.7144312858581534,312.91764705882406
491,boar,19,9,5,4.410584449768066,10.4417142868042,0.0,330.70238095238096
492,back.,38,21,5,11.70594835281372,12.688084602355957,5.822652816772461,411.66265060241005
493,The,20,0,3,2.774135112762451,6.40224552154541,0.0,347.63529411764705
494,head,20,1,4,9.6202392578125,9.948598861694336,0.0,357.9411764705879
495,was,20,2,3,5.175121784210205,3.0265026092529297,6.922096252441406,337.40000000000015
496,too,20,3,3,10.81320858001709,8.972119331359863,0.0,342.24705882352913
497,heavy,20,4,5,7.8474693298339835,8.448662757873535,0.5234565734863281,345.294117647059
498,for,20,5,3,5.438508033752441,3.38025975227356,5.0684030055999765,315.8
499,the,20,6,3,1.3195430040359497,5.837538242340088,0.0,319.4285714285711
500,little,20,7,6,13.404870986938475,10.100786209106444,0.0,346.3095238095239
501,huntsman,20,8,5,4.99747896194458,8.53993034362793,1.5608558654785156,338.45783132530096
502,to,20,9,2,4.320127010345459,5.7069501876831055,2.8329801559448238,318.988095238095
503,carry,20,10,5,9.379149436950684,7.9051151275634775,0.0,332.117647058824
504,back,20,11,4,7.185276985168457,5.63623046875,2.268884658813477,308.4117647058819
505,to,20,12,2,3.1475067138671875,8.409287452697754,0.0,312.30952380952397
506,the,20,13,3,1.1030678749084473,5.575853824615479,2.8334336280822754,324.91764705882406
507,Manor,20,14,5,14.34421157836914,10.687359809875488,0.0,354.95294117647103
508,"House,",40,31,6,13.717880010604858,9.66480565071106,6.943633317947387,374.11904761904816
509,but,20,17,3,4.118877410888672,6.412261486053468,0.0,341.433734939759
510,the,20,18,3,2.571235656738281,6.950115203857423,0.0,327.857142857143
511,"huntsman,",40,39,6,9.788929462432861,19.009077072143555,2.5162410736083984,314.738095238095
512,who,20,21,3,5.742887496948242,8.024913787841799,0.22150421142578125,310.27710843373507
513,was,20,22,3,2.4137654304504395,6.031765937805176,1.9931478500366209,328.423529411765
514,as,20,23,2,8.60183048248291,9.022068977355957,0.0,331.892857142857
515,quick-witted,20,24,5,4.81309700012207,6.66697883605957,2.3550901412963867,372.9166666666671
516,and,20,25,3,4.406954765319824,6.183586597442628,0.4833922386169434,349.117647058824
517,cunning,20,26,5,3.3596439361572266,9.097992897033693,0.0,326.70238095238096
518,as,20,27,2,4.703618049621582,6.79616117477417,2.301831722259521,319.66265060241005
519,"ever,",40,57,5,19.145859718322754,11.997443675994873,1.2672920227050783,317.18823529411793
520,asked,20,30,5,14.156980514526367,6.168449401855469,0.0,340.416666666667
521,"himself,",40,63,8,15.384505271911621,8.401269674301147,3.8338534832000737,319.835294117647
522,'What,20,33,5,5.833150863647461,6.682849884033202,0.0,327.25882352941204
523,else,20,34,4,15.750436782836914,6.387566566467285,0.295283317565918,323.192771084337
524,can,20,35,3,13.762126922607422,5.119030475616455,1.26853609085083,308.04761904761904
525,I,20,36,1,15.407405853271484,6.353213787078857,0.0,300.04705882352897
526,do,20,37,2,4.892680644989014,5.6589622497558585,0.6942515373229979,316.823529411765
527,to,20,38,2,7.241269111633301,5.605076789855957,0.05388545989990234,348.27710843373507
528,prove,20,39,5,7.382426738739014,7.342339038848878,0.0,300.74698795180706
529,I,20,40,1,10.882068634033203,5.756814479827881,1.5855245590209959,334.04761904761904
530,killed,20,41,6,16.62152099609375,7.029355525970459,0.0,306.02380952381
531,the,20,42,3,3.704668521881104,6.560063362121582,0.469292163848877,331.892857142857
532,boar?',60,132,7,20.932671308517456,17.118655428290367,10.49701763689518,348.76470588235304
533,The,21,0,3,2.774135112762451,6.40224552154541,0.0,334.7764705882351
534,next,21,1,4,7.29118537902832,9.948598861694336,0.0,318.294117647059
535,instance,21,2,8,18.841203689575195,6.573417663574219,3.3751811981201167,336.9302325581401
536,he,21,3,2,9.46834945678711,4.2574381828308105,2.315979480743408,340.329411764706
537,opened,21,4,6,10.383464813232422,7.028358459472656,0.0,345.80000000000007
538,the,21,5,3,2.716939210891724,5.2983479499816895,1.7300105094909668,343.19999999999993
539,boar's,42,13,7,10.935205936431885,17.25358295440674,0.9826173782348632,329.3529411764711
540,mouth,21,8,5,12.827942848205565,9.61071491241455,0.0,358.0833333333329
541,and,21,9,3,4.032583236694337,5.607635974884033,4.0030789375305185,340.40000000000015
542,cut,21,10,3,11.08802318572998,8.262223243713379,0.0,356.238095238095
543,out,21,11,3,3.796786785125733,6.2263946533203125,2.0358285903930664,327.470588235294
544,its,21,12,3,7.7237281799316415,6.149117946624756,0.07727670669555664,346.117647058824
545,"tongue,",42,27,7,15.78751516342163,15.658689498901367,5.413475036621094,389.4470588235289
546,taking,21,15,6,9.724014282226562,6.584416389465332,0.0,368.03488372093
547,that,21,16,4,9.960738182067873,6.477602481842041,0.10681390762329103,349.6046511627909
548,as,21,17,2,8.909256935119629,7.192209720611572,0.0,338.8
